epoch,train_loss,valid_loss,perplexity
1,0.602275790030512,0.3461652822566755,1.443315641794588
2,0.28147457761003036,0.23467252471230246,1.2838234109626558
3,0.1966856252331244,0.1638479119900501,1.185356190353131
4,0.14540536667684184,0.12974856037533644,1.146049735553233
5,0.11255159374935546,0.10311806992147908,1.115605000827333
6,0.08901187133029839,0.08212270090977351,1.090637731730652
7,0.07411886451362204,0.0689825490681511,1.0741025711914465
8,0.06336774978744213,0.05729834520907113,1.0615883701380677
9,0.05347754183037653,0.04752618240926302,1.0495995940246698
10,0.04937334411809426,0.04419952282456286,1.0454837539442876
11,0.04211752181837314,0.040277782630062466,1.0412762931766473
12,0.03675358373133515,0.04119633117013357,1.0435354977937843
13,0.03575251905509614,0.03686931210033821,1.0398154656215717
14,0.03222535386639063,0.02717796378684315,1.0289979741216622
15,0.02836193089610667,0.02590257086029107,1.0264648144614315
16,0.027853292583031118,0.028843970348437626,1.0298484167793551
17,0.026178581735735385,0.026763052877151604,1.0283481223020259
18,0.024109544202387898,0.02298982823832017,1.0240385545545376
19,0.02276818505789334,0.021596036449244075,1.022953937669586
20,0.019287474396790842,0.019618240163915536,1.0200482290769526
21,0.020695107127628343,0.021839580336359864,1.02195182535317
22,0.01913218848679937,0.018633473636300274,1.018731572043679
23,0.018233113726530182,0.018912400175450428,1.0196594002450046
24,0.017640863442545607,0.01806898492698868,1.0188082424903688
25,0.01671215560120803,0.015827286861498247,1.0171975867710683
26,0.015656727251947323,0.015308805706092355,1.0158061285397042
27,0.01489425246770221,0.014494955613785847,1.01544046457931
28,0.013571162935179931,0.014626055532558397,1.015099731921347
29,0.014110865331247818,0.014890057426369325,1.0150753877597019
30,0.013410758547584027,0.012386846618910291,1.0127067591416945
31,0.012842856861027702,0.011105311129623178,1.0117512965929099
32,0.013501114389034051,0.013077575886255187,1.0138027985320517
33,0.012132819154576006,0.014275561520745132,1.0156824269321192
34,0.011605604364051565,0.011876470335251228,1.0121788025754541
35,0.012089097698417425,0.010846846611732899,1.0112428003174905
36,0.011627212166786194,0.011611420511282191,1.011327554818755
37,0.011091083111135226,0.0108880379808728,1.0120719529244258
38,0.010573714085812097,0.010664433953493382,1.010851066981844
39,0.009735137606420316,0.010067128634545952,1.0110620257473026
40,0.010341541132953429,0.008316041611551278,1.0086677850228871
41,0.008555407115097153,0.009984644318606253,1.011070389834235
42,0.009230758522959433,0.009310336570100239,1.0098712337387798
43,0.01018990179614125,0.010694232681998983,1.0116930722181134
44,0.009274666613904484,0.00964307370877853,1.0096870324114067
45,0.009253413583764615,0.009007624611540727,1.009459307888412
46,0.008100120326373089,0.010152525303772452,1.0108935966726686
47,0.008370433491831752,0.006936134229886882,1.0073446633043934
48,0.00805367646692852,0.00830987638575166,1.008847820577835
49,0.008493763045407832,0.009893840857054756,1.0104620321266689
50,0.00831782535799007,0.00912543757956221,1.0097262339393502
