epoch,train_loss,valid_loss,perplexity
1,2.265646354011867,1.9264995124604967,7.878342061303919
2,1.5942135150881782,1.3204855389065213,4.05417666681797
3,1.1373440476431362,0.9957416653633118,2.873462187981138
4,0.9165630850239076,0.8567974931663938,2.47027492276647
5,0.7914018717364989,0.7524507708019681,2.2126620636972563
6,0.7161293565363124,0.6967494553989835,2.073220665196783
7,0.659905347271242,0.6419244822528627,1.9720945433769437
8,0.6170525797035383,0.6037100189261966,1.881617581290215
9,0.5869401196638743,0.574556494752566,1.8304027902837143
10,0.5639529323232346,0.5494165586100684,1.7820972615079929
11,0.5407039635423301,0.5406932714912627,1.7534905982970352
12,0.5286086110965066,0.522521490852038,1.7333357891791497
13,0.5110947869826055,0.5003116892443763,1.6883647271820434
14,0.4935996696568917,0.492446126209365,1.6793325886313974
15,0.48538633619529614,0.48263167838255566,1.6546562680889831
16,0.4737199639928514,0.4772871285676956,1.655837097347413
17,0.45967713387116144,0.4650220423936844,1.622207503805597
18,0.44914456078971643,0.4521874205933677,1.601001412335106
19,0.43841006056122156,0.4444055159886678,1.591236679250661
20,0.4321688426577527,0.42413902779420215,1.5627322924739662
21,0.4220672375050144,0.42340168522463906,1.5607554736289575
22,0.4127717311831488,0.41521454519695705,1.5505353670215094
23,0.40919939460961713,0.4167335447337892,1.5482640173790143
24,0.39647088750548987,0.401613250374794,1.5232531843535808
25,0.395937701066335,0.39951493673854405,1.5278258280445431
26,0.3896679843681446,0.3822227054172092,1.4989042254195222
27,0.38110490899155103,0.3846107241180208,1.49724839164476
28,0.3697767888290295,0.3821992609235976,1.5007442509782
29,0.36117025561954663,0.3636612577570809,1.4637003705259792
30,0.35512192936047265,0.3618861883878708,1.4676098170955754
31,0.3585033373556275,0.35946783423423767,1.4542630532507526
32,0.3462010691131371,0.34389154778586495,1.4332190855674845
33,0.33990404355353204,0.35579242143366074,1.4547195115207676
34,0.3346486180156901,0.33698977364434135,1.4276945061698942
35,0.3318172548560129,0.34624247749646503,1.4371628341904799
36,0.3224696754545405,0.33483199112945133,1.4149703901266852
37,0.3213569457116334,0.31953805022769505,1.3955674775076603
38,0.3168197589508001,0.3227325942781236,1.4046518776509505
39,0.3143714938474738,0.318852547970083,1.3996186814715639
40,0.30513156712919043,0.3095482000046306,1.3820640173251055
41,0.3072235776462417,0.31490498532851535,1.3903794630166433
42,0.2996023757302243,0.30932339694764877,1.3876398774387821
43,0.2901822682740032,0.2987784975104862,1.3681707593157246
44,0.2919384107209634,0.2939611425002416,1.3599364948468284
45,0.2837518492470617,0.288175524936782,1.3533675319249359
46,0.2823580140652864,0.2867076388663716,1.347973206738069
47,0.27745986308740533,0.290220412115256,1.3574235915969568
48,0.27270484251388605,0.27418432136376697,1.3254937794025936
49,0.2691107664419257,0.27809666759437984,1.3367543395492298
50,0.26710437410983484,0.27197016527255374,1.325387861234977
